Area Type ,Area Name ,Date,Year ,Month,Seasonally Adjusted (Y/N) ,Status (Preliminary / Final) ,Labor Force,Employment ,Unemployment ,Unemployment Rate 
County,Imperial County,03/01/1994,1994,March,N,Final,57500,43900,13600,0.236
County,Inyo County,03/01/1994,1994,March,N,Final,6950,6100,850,0.122
County,Kern County,03/01/1994,1994,March,N,Final,265300,218300,47000,0.177
County,Kings County,03/01/1994,1994,March,N,Final,40100,33100,7000,0.175
County,Lake County,03/01/1994,1994,March,N,Final,22020,18800,3230,0.146
County,Lassen County,03/01/1994,1994,March,N,Final,11200,9390,1810,0.161
County,Los Angeles County,03/01/1994,1994,March,N,Final,4287100,3861700,425300,0.099
County,Los Angeles County,03/01/1994,1994,March,Y,Final,4299000,3875400,423700,0.099
County,Madera County,03/01/1994,1994,March,N,Final,48400,39200,9200,0.19
County,Marin County,03/01/1994,1994,March,N,Final,128800,122700,6200,0.048
County,Mariposa County,03/01/1994,1994,March,N,Final,6730,5860,870,0.129
County,Mendocino County,03/01/1994,1994,March,N,Final,39610,34940,4670,0.118
County,Merced County,03/01/1994,1994,March,N,Final,83100,66400,16700,0.201
County,Modoc County,03/01/1994,1994,March,N,Final,4170,3480,690,0.165
County,Mono County,03/01/1994,1994,March,N,Final,6470,5940,530,0.082
County,Monterey County,03/01/1994,1994,March,N,Final,175100,145200,29800,0.17
County,Napa County,03/01/1994,1994,March,N,Final,56700,52600,4100,0.073
County,Nevada County,03/01/1994,1994,March,N,Final,41370,37920,3460,0.084
County,Orange County,03/01/1994,1994,March,N,Final,1327100,1246200,80900,0.061
County,Placer County,03/01/1994,1994,March,N,Final,98300,91300,7100,0.072
County,Plumas County,03/01/1994,1994,March,N,Final,9830,7710,2120,0.216
County,Riverside County,03/01/1994,1994,March,N,Final,594500,531600,62800,0.106
County,Sacramento County,03/01/1994,1994,March,N,Final,531400,490200,41300,0.078
County,San Benito County,03/01/1994,1994,March,N,Final,21300,17400,3800,0.18
County,San Bernardino County,03/01/1994,1994,March,N,Final,672400,610100,62300,0.093
County,San Diego County,03/01/1994,1994,March,N,Final,1226800,1137000,89800,0.073
County,San Francisco County,03/01/1994,1994,March,N,Final,400700,374200,26500,0.066
County,San Joaquin County,03/01/1994,1994,March,N,Final,239700,204600,35100,0.147
County,San Luis Obispo County,03/01/1994,1994,March,N,Final,98400,90900,7400,0.076
County,San Mateo County,03/01/1994,1994,March,N,Final,368700,350500,18300,0.05
County,Santa Barbara County,03/01/1994,1994,March,N,Final,195700,179500,16200,0.083
County,Santa Clara County,03/01/1994,1994,March,N,Final,852700,794700,58000,0.068
County,Santa Cruz County,03/01/1994,1994,March,N,Final,138700,120700,18100,0.13
County,Shasta County,03/01/1994,1994,March,N,Final,72100,61600,10500,0.146
County,Sierra County,03/01/1994,1994,March,N,Final,1690,1380,300,0.179
County,Siskiyou County,03/01/1994,1994,March,N,Final,19210,15840,3370,0.176
County,Solano County,03/01/1994,1994,March,N,Final,172200,158000,14200,0.083
County,Sonoma County,03/01/1994,1994,March,N,Final,221700,207600,14100,0.064
County,Stanislaus County,03/01/1994,1994,March,N,Final,191400,155500,35900,0.187
County,Sutter County,03/01/1994,1994,March,N,Final,34200,26800,7400,0.217
County,Tehama County,03/01/1994,1994,March,N,Final,23130,19910,3230,0.139
County,Trinity County,03/01/1994,1994,March,N,Final,5320,4230,1090,0.204
County,Tulare County,03/01/1994,1994,March,N,Final,158300,126300,31900,0.202
County,Tuolumne County,03/01/1994,1994,March,N,Final,20820,18110,2710,0.13
County,Ventura County,03/01/1994,1994,March,N,Final,381100,351600,29500,0.077
County,Yolo County,03/01/1994,1994,March,N,Final,85900,78600,7400,0.086
County,Yuba County,03/01/1994,1994,March,N,Final,21800,17500,4300,0.198
County,Alameda County,03/01/1995,1995,March,N,Final,674700,637700,37000,0.055
County,Alpine County,03/01/1995,1995,March,N,Final,700,640,60,0.087
County,Amador County,03/01/1995,1995,March,N,Final,12760,11590,1170,0.092
County,Butte County,03/01/1995,1995,March,N,Final,82700,73500,9200,0.112
County,Calaveras County,03/01/1995,1995,March,N,Final,13860,12140,1720,0.124
County,Colusa County,03/01/1995,1995,March,N,Final,8350,5960,2390,0.286
County,Contra Costa County,03/01/1995,1995,March,N,Final,452600,426600,26000,0.057
County,Del Norte County,03/01/1995,1995,March,N,Final,10070,8680,1380,0.137
County,El Dorado County,03/01/1995,1995,March,N,Final,72200,67100,5100,0.071
County,Fresno County,03/01/1995,1995,March,N,Final,357500,298400,59000,0.165
County,Glenn County,03/01/1995,1995,March,N,Final,11750,9750,2000,0.17
County,Humboldt County,03/01/1995,1995,March,N,Final,59900,54300,5600,0.093
County,Imperial County,03/01/1995,1995,March,N,Final,55700,42800,12900,0.231
County,Inyo County,03/01/1995,1995,March,N,Final,6970,6280,690,0.099
County,Kern County,03/01/1995,1995,March,N,Final,264500,222600,41800,0.158
County,Kings County,03/01/1995,1995,March,N,Final,40900,33500,7500,0.182
County,Lake County,03/01/1995,1995,March,N,Final,23140,20160,2980,0.129
County,Lassen County,03/01/1995,1995,March,N,Final,10970,9380,1590,0.145
County,Los Angeles County,03/01/1995,1995,March,N,Final,4259700,3938100,321600,0.075
County,Los Angeles County,03/01/1995,1995,March,Y,Final,4271800,3941700,330100,0.077
County,Madera County,03/01/1995,1995,March,N,Final,49500,40400,9100,0.184
County,Marin County,03/01/1995,1995,March,N,Final,127000,121600,5400,0.043
County,Mariposa County,03/01/1995,1995,March,N,Final,6840,5920,920,0.134
County,Mendocino County,03/01/1995,1995,March,N,Final,39560,34840,4720,0.119
County,Merced County,03/01/1995,1995,March,N,Final,83200,66800,16400,0.197
County,Modoc County,03/01/1995,1995,March,N,Final,4280,3530,750,0.175
County,Mono County,03/01/1995,1995,March,N,Final,6510,6040,470,0.072
County,Monterey County,03/01/1995,1995,March,N,Final,172600,143100,29500,0.171
County,Napa County,03/01/1995,1995,March,N,Final,56900,53100,3800,0.066
County,Nevada County,03/01/1995,1995,March,N,Final,40370,37230,3140,0.078
County,Orange County,03/01/1995,1995,March,N,Final,1319400,1255700,63800,0.048
County,Placer County,03/01/1995,1995,March,N,Final,102000,95600,6400,0.063
County,Plumas County,03/01/1995,1995,March,N,Final,9520,7690,1830,0.192
County,Riverside County,03/01/1995,1995,March,N,Final,606000,554600,51400,0.085
County,Sacramento County,03/01/1995,1995,March,N,Final,534600,497400,37100,0.069
County,San Benito County,03/01/1995,1995,March,N,Final,22200,18500,3800,0.169
County,San Bernardino County,03/01/1995,1995,March,N,Final,678100,627800,50300,0.074
County,San Diego County,03/01/1995,1995,March,N,Final,1216000,1141800,74200,0.061
County,San Francisco County,03/01/1995,1995,March,N,Final,392500,369600,22900,0.058
County,San Joaquin County,03/01/1995,1995,March,N,Final,239200,207200,32000,0.134
County,San Luis Obispo County,03/01/1995,1995,March,N,Final,100900,94000,6900,0.068
County,San Mateo County,03/01/1995,1995,March,N,Final,365400,350000,15400,0.042
County,Santa Barbara County,03/01/1995,1995,March,N,Final,192200,178100,14100,0.073
County,Santa Clara County,03/01/1995,1995,March,N,Final,851300,806100,45200,0.053
County,Santa Cruz County,03/01/1995,1995,March,N,Final,137800,120900,16900,0.123
County,Shasta County,03/01/1995,1995,March,N,Final,71600,62200,9400,0.132
County,Sierra County,03/01/1995,1995,March,N,Final,1680,1440,230,0.138
County,Siskiyou County,03/01/1995,1995,March,N,Final,19020,15870,3150,0.166
County,Solano County,03/01/1995,1995,March,N,Final,170100,156300,13800,0.081
County,Sonoma County,03/01/1995,1995,March,N,Final,222600,209000,13600,0.061
County,Stanislaus County,03/01/1995,1995,March,N,Final,189000,156000,33000,0.174
County,Sutter County,03/01/1995,1995,March,N,Final,34800,27300,7500,0.217
County,Tehama County,03/01/1995,1995,March,N,Final,23590,20760,2830,0.12
County,Trinity County,03/01/1995,1995,March,N,Final,5280,4270,1010,0.191
County,Tulare County,03/01/1995,1995,March,N,Final,157800,128400,29300,0.186
County,Tuolumne County,03/01/1995,1995,March,N,Final,20120,17660,2460,0.122
County,Ventura County,03/01/1995,1995,March,N,Final,379700,355900,23800,0.063
County,Yolo County,03/01/1995,1995,March,N,Final,85400,78100,7300,0.086
County,Yuba County,03/01/1995,1995,March,N,Final,20800,17100,3700,0.176
County,Alameda County,03/01/1996,1996,March,N,Final,670700,636200,34500,0.051
County,Alpine County,03/01/1996,1996,March,N,Final,820,780,40,0.045
County,Amador County,03/01/1996,1996,March,N,Final,12990,11880,1110,0.085
County,Butte County,03/01/1996,1996,March,N,Final,81800,73200,8700,0.106
County,Calaveras County,03/01/1996,1996,March,N,Final,13910,12370,1540,0.111
County,Colusa County,03/01/1996,1996,March,N,Final,8720,6220,2500,0.287
County,Contra Costa County,03/01/1996,1996,March,N,Final,454800,429700,25000,0.055
County,Del Norte County,03/01/1996,1996,March,N,Final,10070,8800,1270,0.126
County,El Dorado County,03/01/1996,1996,March,N,Final,74100,68600,5500,0.074
County,Fresno County,03/01/1996,1996,March,N,Final,358300,299300,59000,0.165
County,Glenn County,03/01/1996,1996,March,N,Final,11100,8990,2110,0.19
County,Humboldt County,03/01/1996,1996,March,N,Final,60500,55100,5400,0.09
County,Imperial County,03/01/1996,1996,March,N,Final,56100,41100,15000,0.267
County,Inyo County,03/01/1996,1996,March,N,Final,6900,6220,680,0.099
County,Kern County,03/01/1996,1996,March,N,Final,268900,226700,42200,0.157
County,Kings County,03/01/1996,1996,March,N,Final,42200,35000,7200,0.171
County,Lake County,03/01/1996,1996,March,N,Final,23310,20140,3180,0.136
County,Lassen County,03/01/1996,1996,March,N,Final,11730,9910,1820,0.155
County,Los Angeles County,03/01/1996,1996,March,N,Final,4300700,3932000,368800,0.086
County,Los Angeles County,03/01/1996,1996,March,Y,Final,4299000,3930600,368400,0.086
County,Madera County,03/01/1996,1996,March,N,Final,50700,41700,9100,0.179
County,Marin County,03/01/1996,1996,March,N,Final,128600,123900,4700,0.036
County,Mariposa County,03/01/1996,1996,March,N,Final,7090,6240,850,0.119
County,Mendocino County,03/01/1996,1996,March,N,Final,41020,36670,4360,0.106
County,Merced County,03/01/1996,1996,March,N,Final,80900,63700,17200,0.213
County,Modoc County,03/01/1996,1996,March,N,Final,4170,3480,690,0.166
County,Mono County,03/01/1996,1996,March,N,Final,6420,5930,500,0.077
County,Monterey County,03/01/1996,1996,March,N,Final,176100,148600,27600,0.156
County,Napa County,03/01/1996,1996,March,N,Final,57000,53300,3600,0.064
County,Nevada County,03/01/1996,1996,March,N,Final,39740,36630,3110,0.078
County,Orange County,03/01/1996,1996,March,N,Final,1328500,1270600,58000,0.044
County,Placer County,03/01/1996,1996,March,N,Final,105700,99200,6500,0.061
County,Plumas County,03/01/1996,1996,March,N,Final,9610,7730,1880,0.195
County,Riverside County,03/01/1996,1996,March,N,Final,611200,563000,48200,0.079
County,Sacramento County,03/01/1996,1996,March,N,Final,537500,501400,36100,0.067
County,San Benito County,03/01/1996,1996,March,N,Final,23300,19600,3700,0.158
County,San Bernardino County,03/01/1996,1996,March,N,Final,686900,634300,52600,0.077
County,San Diego County,03/01/1996,1996,March,N,Final,1224400,1154600,69900,0.057
County,San Francisco County,03/01/1996,1996,March,N,Final,397700,378100,19600,0.049
County,San Joaquin County,03/01/1996,1996,March,N,Final,237100,205500,31700,0.134
County,San Luis Obispo County,03/01/1996,1996,March,N,Final,102200,96200,6100,0.06
County,San Mateo County,03/01/1996,1996,March,N,Final,374600,361000,13600,0.036
County,Santa Barbara County,03/01/1996,1996,March,N,Final,190300,177600,12700,0.067
County,Santa Clara County,03/01/1996,1996,March,N,Final,881000,847100,33900,0.038
County,Santa Cruz County,03/01/1996,1996,March,N,Final,136000,120200,15800,0.116
County,Shasta County,03/01/1996,1996,March,N,Final,71700,62900,8800,0.122
County,Sierra County,03/01/1996,1996,March,N,Final,1680,1360,310,0.187
County,Siskiyou County,03/01/1996,1996,March,N,Final,18520,15230,3300,0.178
County,Solano County,03/01/1996,1996,March,N,Final,170900,156500,14400,0.084
County,Sonoma County,03/01/1996,1996,March,N,Final,226800,215000,11800,0.052
County,Stanislaus County,03/01/1996,1996,March,N,Final,190100,157700,32400,0.17
County,Sutter County,03/01/1996,1996,March,N,Final,34500,27100,7300,0.213
County,Tehama County,03/01/1996,1996,March,N,Final,22750,19880,2870,0.126
County,Trinity County,03/01/1996,1996,March,N,Final,5090,4080,1010,0.198
County,Tulare County,03/01/1996,1996,March,N,Final,157200,127100,30100,0.192
County,Tuolumne County,03/01/1996,1996,March,N,Final,19250,16820,2430,0.126
County,Ventura County,03/01/1996,1996,March,N,Final,377000,352300,24800,0.066
County,Yolo County,03/01/1996,1996,March,N,Final,86000,78700,7300,0.084
County,Yuba County,03/01/1996,1996,March,N,Final,20500,16900,3500,0.173
County,Alameda County,03/01/1997,1997,March,N,Final,690100,658300,31700,0.046
County,Alpine County,03/01/1997,1997,March,N,Final,690,640,50,0.068
County,Amador County,03/01/1997,1997,March,N,Final,13210,12300,910,0.069
County,Butte County,03/01/1997,1997,March,N,Final,84700,76300,8400,0.099
County,Calaveras County,03/01/1997,1997,March,N,Final,14360,12910,1450,0.101
County,Colusa County,03/01/1997,1997,March,N,Final,9080,6930,2150,0.237
County,Contra Costa County,03/01/1997,1997,March,N,Final,467300,446700,20600,0.044
County,Del Norte County,03/01/1997,1997,March,N,Final,10140,8900,1250,0.123
County,El Dorado County,03/01/1997,1997,March,N,Final,75500,70800,4700,0.062
County,Fresno County,03/01/1997,1997,March,N,Final,363000,302800,60200,0.166
County,Glenn County,03/01/1997,1997,March,N,Final,11160,9470,1690,0.152
County,Humboldt County,03/01/1997,1997,March,N,Final,60500,55400,5200,0.085
County,Imperial County,03/01/1997,1997,March,N,Final,54700,42200,12600,0.23
County,Inyo County,03/01/1997,1997,March,N,Final,7170,6530,650,0.09
County,Kern County,03/01/1997,1997,March,N,Final,276100,234000,42100,0.152
County,Kings County,03/01/1997,1997,March,N,Final,43300,36300,6900,0.161
County,Lake County,03/01/1997,1997,March,N,Final,22780,19810,2970,0.13
County,Lassen County,03/01/1997,1997,March,N,Final,11960,10330,1630,0.136
County,Los Angeles County,03/01/1997,1997,March,N,Final,4393400,4071300,322200,0.073
County,Los Angeles County,03/01/1997,1997,March,Y,Final,4386200,4065100,321100,0.073
County,Madera County,03/01/1997,1997,March,N,Final,51300,42400,9000,0.175
County,Marin County,03/01/1997,1997,March,N,Final,130300,126400,3900,0.03
County,Mariposa County,03/01/1997,1997,March,N,Final,6230,5210,1020,0.163
County,Mendocino County,03/01/1997,1997,March,N,Final,41310,36940,4370,0.106
County,Merced County,03/01/1997,1997,March,N,Final,82800,66200,16600,0.2
County,Modoc County,03/01/1997,1997,March,N,Final,3990,3370,620,0.156
County,Mono County,03/01/1997,1997,March,N,Final,6500,6030,470,0.072
County,Monterey County,03/01/1997,1997,March,N,Final,182400,153300,29100,0.16
County,Napa County,03/01/1997,1997,March,N,Final,58300,55100,3200,0.055
County,Nevada County,03/01/1997,1997,March,N,Final,40710,37820,2890,0.071
County,Orange County,03/01/1997,1997,March,N,Final,1358400,1311800,46700,0.034
County,Placer County,03/01/1997,1997,March,N,Final,109300,103600,5700,0.052
County,Plumas County,03/01/1997,1997,March,N,Final,9540,7950,1590,0.167
County,Riverside County,03/01/1997,1997,March,N,Final,636600,591000,45600,0.072
County,Sacramento County,03/01/1997,1997,March,N,Final,546700,514400,32300,0.059
County,San Benito County,03/01/1997,1997,March,N,Final,25800,22000,3800,0.148
County,San Bernardino County,03/01/1997,1997,March,N,Final,706500,660200,46300,0.066
County,San Diego County,03/01/1997,1997,March,N,Final,1263900,1206000,57900,0.046
County,San Francisco County,03/01/1997,1997,March,N,Final,405700,389500,16200,0.04
County,San Joaquin County,03/01/1997,1997,March,N,Final,243700,213600,30100,0.124
County,San Luis Obispo County,03/01/1997,1997,March,N,Final,104300,98900,5400,0.052
County,San Mateo County,03/01/1997,1997,March,N,Final,382900,371700,11200,0.029
County,Santa Barbara County,03/01/1997,1997,March,N,Final,194700,182900,11800,0.061
County,Santa Clara County,03/01/1997,1997,March,N,Final,920200,889800,30400,0.033
County,Santa Cruz County,03/01/1997,1997,March,N,Final,141400,126200,15200,0.107
County,Shasta County,03/01/1997,1997,March,N,Final,71800,63800,8000,0.111
County,Sierra County,03/01/1997,1997,March,N,Final,1620,1340,280,0.173
County,Siskiyou County,03/01/1997,1997,March,N,Final,18500,15610,2890,0.156
County,Solano County,03/01/1997,1997,March,N,Final,175800,163100,12700,0.072
County,Sonoma County,03/01/1997,1997,March,N,Final,235600,225600,10000,0.042
County,Stanislaus County,03/01/1997,1997,March,N,Final,195400,164400,31000,0.159
County,Sutter County,03/01/1997,1997,March,N,Final,35500,28300,7100,0.201
County,Tehama County,03/01/1997,1997,March,N,Final,23820,21230,2590,0.109
County,Trinity County,03/01/1997,1997,March,N,Final,5140,4210,930,0.182
County,Tulare County,03/01/1997,1997,March,N,Final,160500,130800,29600,0.185
County,Tuolumne County,03/01/1997,1997,March,N,Final,19900,17860,2040,0.103
County,Ventura County,03/01/1997,1997,March,N,Final,379800,356900,22900,0.06
County,Yolo County,03/01/1997,1997,March,N,Final,86300,80000,6300,0.073
County,Yuba County,03/01/1997,1997,March,N,Final,20300,17100,3200,0.157
